uname,sex,message,like,uid,location,emotion,sentiment_score
加班诺手,男,看前半段我内心毫无波动，在结尾直接哭出来了，怎么回事,3,8483969,未知,非常积极,0.99 
马壮实大徒弟,保密,"121号看的 看完0点刚好2号。其实在最后的蒙太奇那里确实可以看到很多之前没有留意看到的细节，例如那时候男女主在走到塞纳河畔跳舞的时候，那个时钟刚好是12点，就如灰姑娘的魔法会在0点消失一般，艾玛斯通那时候穿的也恰好是高跟鞋，而不是第一次他们在山顶换的平底鞋，说明两人已经回不去当初。
再说那首Epilogue我对比了一下原声带跟电影其实都是感觉在最后的时候差了个音（就当是我YY吧）
也是太想他们两个能够有情人终成眷属，只不过生活就是这样，每个人其实都只能陪你走一段路罢了",3,1995947,未知,非常积极,0.94 
兰岚蓝蓝露,男,"分手前就一直在想着和她一起看这部电影，但听说了最后的结局一直没敢一起看，已经过去了一年半，这次一个人看着，真的些许感叹
我总是习惯逃避，上一次如此，现在也是如此",3,382492392,上海,非常积极,1.00 
摘星圣手乔西西,女,我心中永远的best picture,3,8403707,江苏,非常积极,0.87 
Rotooom,男,石头姐二封影后了打call,3,2086668,上海,非常消极,0.16 
穷酸秀才,保密,因梦而始，为梦而终,3,3267120,未知,非常积极,0.94 
小猫爱吃芝士薯条,保密,18年高二，关注的是剧情和音乐，现在大四准备毕业了，关注到很多细节，特别是女主面试屡次失败还被人看轻，狠狠的共鸣了大哭,3,38149421,广东,非常积极,1.00 
高海穗乃果,保密,大哭大哭大哭错过了重映，好难过,3,411917809,广东,非常积极,0.98 
凤殒凰劫,男,感觉音效还没B站其他人传的好,3,4897970,广东,积极,0.79 
星星蘸薯条,保密,要是有机会去电影院看一次就好了,3,519437019,福建,非常积极,0.82 
云歌筑梦所,保密,距离这次院线重映下映还有半个月，但愿西安过几天还有排片，一定要去影院再刷两遍！！！！,3,27971629,陕西,非常消极,0.01 
瀟華,男,看完了，很心酸，虽然我二十多年来都没有交往过,3,8767953,未知,非常积极,0.99 
daizzzy5566,男,弹幕都不知道什么叫歌舞剧吗，满屏的宝莱坞迪士尼真的xswl，多看几年电影再来指手画脚吧,3,163196197,未知,非常积极,0.85 
萌民宝宝,保密,看过《霍乱时期的爱情》之后再去想这个结尾就释然了所爱之人和另一个人结婚并不意味着他们爱情的终结，可能也只不过插曲而已。只要相互欣赏的火苗不灭，他们的爱情就只是进入了冬眠期而已,3,74215391,广东,非常积极,1.00 
以好逸惡勞為榮,男,男主比女主更爱对方，从洛杉矶一路开车到她家乡只为了通知她一个好消息，那距离我查过，在中国是跨省了，当然美国开车没那么累，大部分时间都是一条直路,3,8637296,广东,非常积极,1.00 
趁热灬小帅,男,又上来啦,3,471624303,山东,中性,0.51 
小光焰,女,看了重映真的是缓了好久，真的好好看，真正感受到了浪漫,3,325323162,四川,非常积极,0.99 
饺子君123,女,重映真的，哭着看完的，走出影院的一瞬满满的空虚感。大哭大哭,3,66605404,四川,非常积极,1.00 
缓存要注册啊,保密,确实是浪漫 不愧为高分 为什么让我看见这么浪漫的东西难过,3,253181953,上海,非常积极,1.00 
wc00771,保密,当时在电影院看的，你们想象不到那种走出电影院那种巨大的与现实的撕裂感。但就同期的电影来说，确实没能比过绿皮书。,3,1479681,广东,非常积极,0.99 
珍妮爱吃鱼_,保密,好家伙前两天想看没搜到，好好好,3,504099735,甘肃,中性,0.43 
扑棱咕咕子,女,耶回来了！！！不得不说重映去电影院的感受真的和线上看不一样,3,67645722,广西,非常消极,0.05 
㵘箖,保密,嗯嗯？又回来了？,3,295902684,四川,中性,0.46 
所以你真的爱过我吗,保密,在为你努力的路上把你弄丢了。,3,187697280,河南,消极,0.33 
西什小么,女,又回来了？是因为前段时间重映才下的吗？,3,399022364,山东,消极,0.25 
木刀Deadwings,男,2017情人节 陪公司的人事妹子去看电影就选了这个 看的过程我被感动哭了 看完后她却说没什么意思 是我不解风情 还是我不懂珍惜 那都和往事一样尘风消散了 然而再一次在b站看这个电影 却觉得过往似乎依然美好,3,14317336,未知,非常积极,1.00 
一只两只星寽,保密,这不是我看过的最好看的电影，但却是我最喜欢的电影,3,19935760,未知,非常积极,0.99 
哒哒哒kok,男,我以后一定要和我的女朋友一起再看一遍！,3,22702938,未知,非常积极,0.83 
MisdL,女,这个结束总给我一种意犹未尽的感觉思考,3,693738520,天津,非常积极,1.00 
带带大梅东,保密,初闻不知曲中意 再听已是弟中弟,3,730504,未知,消极,0.37 
山玄,保密,很好的片子。男主爱女主多一点吧？相爱容易相守很难，就像男主说的，女主不够成熟。所以男主可以一直等待，而女主走上了新的道路。电影是好电影，总觉得差点什么，感觉是为了艺术性少了逻辑性。,3,3514188,未知,非常积极,1.00 
momo邪恶版,保密,当初第一次看完 莫名其妙就是一种失恋的感觉 也不是那种哭爆的悲伤感就是觉得难受；；,3,572335,未知,非常积极,1.00 
九月长安丷,保密,"city of star theres so much that i dont understand
about one day",3,7794454,四川,非常消极,0.14 
pre_mour,保密,"如果再次与你初见
我一定会毫不犹豫地吻上你",3,374853352,未知,非常积极,0.99 
奇幻风之旅,男,《爱乐之城》是一部好电影，画面的切换背景音乐和舞蹈的嵌入，整体有一种令人陶醉的艺术感，就像是欣赏优柔的线条。而且电影中还有意想不到的惊喜，在天文馆的舞蹈，在sebs的想象可能，春夏秋冬的分段叙事，真的很棒！蛆音娘卖萌,3,23066824,未知,非常积极,1.00 
若你能感到罪恶就好了,保密,真好啊写给所有追梦者的情书只可惜我的梦想永远也没办法实现了看到最后两人幻想的画面哭的看不清屏幕真的是非常美丽也非常动听的电影已经不知道自己在说什么了,3,22145953,四川,非常积极,1.00 
Aspirin_as,女,17年两个人在电影院看，19年剩下自己在b站看,3,4482726,未知,中性,0.59 
MrWoodd,男,和你一起的生活会很美好，但是现在这个也不差，就这样吧,3,31952617,未知,积极,0.64 
轻风BZ,保密,这是我们翻拍的爱乐之城开场舞，来捧个场呀画风突变httpswwwbilibilicomvideoav50256944,3,278045070,未知,积极,0.61 
MikaAsuka,男,和前女友一起在电影院看的第一部电影。就在电影散场的时候，我大着胆子吻了她。如今分手正好一年了，看到这部电影，真的有些不知所措。,3,173471429,未知,非常积极,1.00 
夜兮辰兮,男,给我一首歌的时间，带你走过我的一生,3,32965516,未知,非常积极,0.97 
迷藏1216,男,莫恨未能共白首，梦里曾度几回秋,3,23790793,未知,非常积极,0.99 
晓露丝日本清光现场中,保密,至今脑中都回荡着 city of star！are you shining just for me？,3,2913475,未知,积极,0.77 
姜太公手里的钓鱼竿,男,B站已经把《哈利波特系列》跟《蝙蝠侠系列》和《申肖克的救赎》给买下来了,3,34476549,未知,非常积极,1.00 
弄个什么发型呢,男,推荐一部电影《亡命驾驶》男主真的集狂拽酷炫帅于一身，看完去查了一下男主名字，没错，就是暗夜猎手高司令,3,147192503,未知,非常积极,0.88 
mxherself,女,木有大会员 请问电影字幕双语的吗 如果是的话就充一个微笑,3,42851915,山东,消极,0.28 
Perri_Chan,保密,我最爱的爱情片上线了！,3,178683628,未知,非常积极,0.99 
满山遍野的音响,保密,哦呼，看我发现了什么,3,105818243,未知,积极,0.63 
桃花还暂未开,男,单身狗七夕快乐,3,343869304,未知,非常积极,0.83 
阳葵_,女,我丢！！小破站牛逼！！还好大会员还在qwqqqqq,3,79540023,未知,非常消极,0.02 
江浙先生,女,七夕前夕上。强。,3,50835456,未知,中性,0.44 
Bean_Du,保密,你能想到的美好都在这里,3,7972359,未知,积极,0.80 
Riyuu_,保密,音乐剧课上看过最好看的一部,3,2099765,未知,非常积极,0.92 
冬天没有夕阳的风,保密,来了来了，终于可以和小伙伴在b站上再回顾一遍了惊喜,3,35815346,未知,非常积极,1.00 
5e天才少年,男,"我先来！
B站的迷之经费dogedoge",3,65218339,未知,中性,0.42 
罗泽泽泽,女,我爱死这部电影了电影插曲我都听了好多遍2233娘大笑,3,256258622,未知,非常积极,1.00 
xxxsfim,保密,我爱死这个小破站了画风突变,3,177571719,未知,非常消极,0.20 
名字真的不好取啊_,保密,老师在音乐课上给我们看，现在再来看一遍2233娘大笑,3,299884733,未知,非常积极,0.99 
Saki三七,女,嘿嘿！来了！,3,12493396,未知,积极,0.64 
JonathanFR,保密,"终于买了，再看遍。喜欢
很喜欢插曲City of stars 之前不熟悉歌词还合唱过 av35332549（后面失误好多，各位轻喷吓",3,2761664,未知,非常积极,1.00 
夏虫不可语于冰者-,保密,住b站的吗各位,3,325341101,未知,中性,0.55 
東山伯爵,男,这是我心目中前三的电影。,3,18768611,广东,积极,0.72 
OscarIsaac,保密,可能我还是太年轻，我觉得他们不是那种必须be的情况啊，他们明明说了永远喜欢对方，两个人成功之后再相遇不行吗，又不是过了十几年，女主怎么就结婚有孩子了，结尾那段幻想也让我觉得女主对现在的丈夫也没那么深爱，还不如结局男主也有家庭呢，这样不会觉得那么难过了,3,237668345,山西,非常积极,1.00 
绝世冰清玉洁汤,保密,我竟然在这看到了渣和舔的弹幕辣眼睛,3,394088831,山东,非常消极,0.20 
我其实一点也没有了,女,万万没想到，我是从想象两人在一起没有遗憾那里开始哭的,3,166743771,重庆,中性,0.41 
Taylet_Eternal,男,"刚开始铺垫的时候感觉好无聊，就感觉音乐挺好听的，越看到后面越担心他们会分，看到男主开车接mia试镜，还有我会永远爱你就受不了了大哭

seb酒吧那段，听了mua的话改了名字大哭大哭大哭",3,387979041,安徽,非常积极,1.00 
快活着累,女,如何证明我爱过你？我希望你过得好，无论和谁，无论在哪，无论何时，即使比我好。,3,477822111,广东,非常积极,0.89 
所谓荒诞,保密,当初因为一首电影里的歌被安利了，没想到结局是这样,3,3359233,上海,非常积极,1.00 
____水絜,保密,也许你可能不信，但我的梦想真的是去看一次极光，或许，或许海鸥会去码头整点薯条。,3,29185213,湖北,非常积极,1.00 
一紧张就会打哈欠,男,520，一个人，第一次看这部电影，希望以后能和喜欢的人一起看,3,293636749,贵州,非常积极,0.97 
Moontoday,男,我会一直弹，弹给拥挤的车流，弹给愤懑的擦肩，弹给树下的傍晚，弹给你的失落剧场，弹给家门前的图书馆，弹给遥远的塞纳河畔，弹给我们过去的种种缺憾，弹给我们现在的各自美满。,3,161680221,湖北,非常积极,1.00 
ZAC三角洲版,男,为什么是BE啊，把我女朋友都看哭了，好烦无语无语无语无语无语,3,259205664,天津,非常消极,0.17 
multi-fiona,保密,四年前满心满眼希望mia和sab可以永远在一起，现在只觉得他们的相爱与相离都贴近现实。对梦想的信念拉近他们的关系，可也是对现实的妥协让他们失去彼此。这份感情与众不同触及灵魂，所以但凡有一点点杂质参杂其中都会让双方窒息。,3,270658991,江西,非常积极,1.00 
一只贝壳蚌呀,保密,灵魂的相投太来之不易了，如果结婚不必要的话，我希望拥有不被单纯的朋友或爱人所定义的灵魂挚友,3,507298067,河南,非常积极,1.00 
不上班的自由人,男,他们两个人在一起的时候，只能有一个人有梦想,3,24860369,河南,非常积极,0.86 
热心站友L先生,男,人生若只如初见，何事秋风悲画扇,3,66564078,陕西,非常积极,0.96 
流里六七,保密,"I guess were just gonna have to wait and see
Im always gonna love you",3,457147095,河南,非常消极,0.10 
有礼猫77,保密,18年看的现在二刷,3,1162641871,湖南,消极,0.22 
长大尿床哥哥夸,男,看到女主走进小赛之家的时候我脑海里突然蹦出来前面英格丽褒曼的海报 这世界上有那么多城镇 城镇里有那么多酒馆 她偏偏走进了我这一家大哭,3,495491924,天津,非常积极,1.00 
冲浪一年又一年,女,我真心希望你活成自己想活成的样子，哪怕在我看不见的地方。,3,25759290,河南,中性,0.53 
lanahoneyrey,保密,我和他相爱但分手了，我太阴暗 他觉得拯救不了我，选择了放手。好遗憾。我会好起来的，但我的人生再也没有他了。我们有过最美好的回忆。或许在未来的某天 我仍然会去尝试 在此留下足迹 我永远期待那一天。,3,142379354,江苏,非常积极,1.00 
maragey,保密,相濡以沫不如相忘于江湖。与其相互苟且，不如放手扬帆起航,3,1618713573,河南,非常积极,1.00 
舞女冷门信仰玩家Lsaiol,女,这部电影很浪漫 尤其是那些歌好美妙旋律好听 真的很喜欢这电影,3,1736488463,福建,非常积极,1.00 
李知退,男,这么多年过去，我发现第一个音符起来，我还是会湿了眼眶，草,3,123271407,陕西,非常积极,0.90 
笙生生笙,保密,之前她推荐过，可惜没看，现在分手了，却突然刷到了,3,503982269,宁夏,中性,0.42 
_清昀,保密,呜呜呜呜好难过啊 保卫萝卜哭哭保卫萝卜哭哭保卫萝卜哭哭居然be了吗,3,1612885801,江西,积极,0.62 
摄影柒柒,男,整部电影的颜色令人很舒服,3,523141180,安徽,非常积极,0.94 
绿柚子snow,保密,爱情只是生活中的一部分，各自的梦想才是自己能为之奋斗一生的事。感谢这份爱情让我坚持追求自己的梦想。如果是你更好，如果不是你，我也能好好生活。,3,43617545,四川,非常积极,1.00 
宇宙飛行侍,男,这真的太虐了，第一次看是在高中，哭的不行，以后大学毕业工作几年了再看一次,3,392990115,河南,非常积极,0.95 
mtkxq,保密,是我不会再看第三遍的电影 第一遍没看懂 第一遍看懂了虐的肝疼,3,259788557,山东,非常积极,0.94 
MOTOCass,保密,如果当初不是因为置气，也许我已经和她有了小宝宝了。。。。,3,432316891,浙江,非常积极,0.85 
焦十一_,男,复制一段我超喜欢的影评。我觉得这部电影最可取的是，描述的是两个精神独立个体的爱情，没有谁要去迎合谁，不以奉献和妥协为中心，不会为了融为一体而失去自己，爱情理所应当是陪伴和理解。,3,474415212,江苏,非常积极,1.00 
静若此时,保密,真的好难过啊，如果不能拥有对方，就把对方融入到生活中，男主还是放弃棒棒鸡了选择女主的名字，女主已经爱上了爵士乐,3,68053838,湖南,非常积极,1.00 
卟录biu,保密,让爱情停留在纯粹里，将梦想坚持到底,3,697662330,四川,非常积极,0.98 
好昵称确实挺难想,男,今天来再看一遍,3,86416452,吉林,积极,0.71 
蓝钢杰鹤,保密,现实主义结尾是生活，浪漫主义结尾是幻想。,3,474274300,湖北,非常积极,1.00 
茄子海豹qwq,女,are you shinning just for me,3,3052467,未知,中性,0.50 
黄鲜昇,男,2017年，没耐心，不认真看，浪费了一次影院观影机会。太可惜了，毕业几年后静下心一看，才欣赏到这个作品有多好。,3,4421476,未知,非常积极,1.00 
智商一败涂地,保密,第一次看的绝对不要开弹幕啊来自过来人的告诫,3,1651630327,未知,非常积极,0.96 
爱吃柠檬的莫兮,女,深夜一点多看完 真的好难受啊大哭,3,173535831,未知,积极,0.73 
Wrazis,男,没有结局也没关系，我在脑海里已经和你度过一生。,3,4931889,未知,非常积极,1.00 
厌食同学,男,音乐真棒！,3,14487572,未知,积极,0.64 
愚公移山-Angle,保密,以后要带着喜欢的女孩一起看，婚礼也用这个主题曲,3,86682880,未知,非常积极,0.85 
江湖小龙虾_,女,男主弹奏完熟悉的旋律，似乎对最后几个音符恋恋不舍。女主最后一次回望，二人微笑对视，那一刻仿佛在向彼此诉说：我们曾经爱过，我们仍在坚持着自己的梦想。,3,386052806,未知,非常积极,1.00 
Lively_Soda,女,痛快地哭了一场,3,230252696,未知,非常积极,0.98 
黎人离心,女,凌晨12点我搁这儿哭的稀里哗啦保卫萝卜哭哭,3,321068485,未知,消极,0.38 
朔月空喵,女,爱情不尽是圆满，至少他们最后都实现了梦想，从另一个意义上来说也是圆满了。,3,23563925,未知,非常积极,1.00 
イズミルル,保密,17年高一去看了一遍当时没看懂 现在大三了，看了好多次，真的越看越喜欢,3,1636881,未知,非常积极,0.90 
该怎么出循环,保密,为什么他们彼此深爱但最后她还是牵了别人的手大哭,3,372724664,未知,非常积极,0.96 
俗人三枚,保密,我的理解，if线里，Seb放弃的他的理想。,3,7083203,未知,积极,0.73 
宇智波狗蛋蛋,保密,嘉然20变身嘉然20变身嘉然20变身,3,241231169,未知,非常消极,0.08 
离别预备役,保密,我的天呐 看到中间很甜的那一部分 有个弹幕说 童话会在这里结束 可现实不会 好伤感又好真实保卫萝卜哭哭,3,1835822062,未知,非常积极,1.00 
StickerJoker,保密,因为一首BGM让我有了想看的冲动。,3,1903689914,未知,非常积极,0.83 
风不解人情与沙同行,保密,如果拍成美剧的话 可以有两条线 一条女主 一条女主的姑妈,3,68465487,未知,非常积极,0.98 
心境时差,男,虽然说描述的是两个精神独立个体的爱情，但我还是觉得如果两个人要在一起就要互相磨合掉一些东西，从112变成05051，当然磨合也不是没有底线，而是要在彼此都可接受的范围内,3,35781355,未知,积极,0.66 
鹿言君,男,给她推荐的第一部电影就是la，结果结局也和la一样,3,31303220,未知,非常积极,1.00 
Believeeffort,男,总的来说爱乐之城讲的就是月亮与六便士的故事给心心给心心,3,273365195,未知,非常积极,1.00 
Miumiu的扣扣空间,保密,我们在春天相遇，冬天分别，相逢之日的酒馆 写着你和梦想的名字,3,394681596,未知,非常积极,0.99 
Scheherazadee,女,A winter for us，a spring for you and me,3,232057983,未知,中性,0.52 
便宜碳水嗯造,男,几天前，自己喜欢很久的女生有了其他喜欢的人，我喜欢她的自由与独立，她说明了一切，我解释了一切，我很难过，不过现在终于能坦然接受了，正是她的自由与独立我才喜欢她，我也尊重她的自由与独立，希望我们以后是很好的朋友吧，我也该努力去寻找真正属于自己的爱情了,3,358271182,未知,非常积极,1.00 
Niceofme,保密,得了爱乐之城PTSD,3,31206870,未知,中性,0.60 
诡辩达人,保密,这部电影是真的经典，当初我在电影院看完以后，我们那一场所有人突然一起鼓掌，就像欣赏完一出优秀的舞台剧,3,14633747,未知,非常积极,1.00 
红心番石榴汁,保密,太好看了，我真的好爱这首歌,3,30776640,未知,非常积极,0.85 
苍梧蒼梧,男,艺术品 哪一天能在影院重映一定要去看一遍,3,6131720,未知,非常积极,0.94 
ymariee0101,女,"一个月前看的但是la la land永在我心
Welcome to Sebs",3,449302657,未知,非常积极,0.83 
混食圈点,保密,17年的？那一年我和表姐一起去看的 最爱的电影之一,3,503217499,未知,非常积极,0.99 
素其位行,保密,爱情是怎样步上群山，又怎样在繁星之间藏住了脸,3,223798494,未知,非常积极,0.99 
一包花生碎,保密,看完正好15号。我大概永远不会忘记cityofstar了。,3,304407612,未知,积极,0.78 
花芪Flora,女,每年一刷（其实是n刷）拉拉蓝！！,3,180891,未知,消极,0.26 
_elegante,保密,来啦，第22个自己一个人的单身节。也要快乐,3,337357467,未知,非常积极,0.90 
001_Larry_,保密,爱乐之城上映五周年！,3,513679985,未知,非常积极,0.86 
橘橘有话说,保密,囧么办，感觉好像看了两次还是看不太懂,3,28699450,未知,非常消极,0.09 
电子三文鱼,保密,受不了了 看了两次T T每次都在seb开车去mia家长摁喇叭的时候痛哭出声 谁懂 被人记得和被肯定真的很好哭,3,27164705,未知,非常积极,0.94 
铃音_Official,保密,太喜欢啦！！！已经看了两遍了！！！,8,39267739,未知,非常消极,0.13 
ALIEZ-GAKKI,男,乃琳！！为了你 我要从半个月看一次到一周看一次，尤克里里的city of stars刚好也练到一半了给心心给心心,5,7850220,未知,非常积极,0.99 
CARBON-12,女,tnnd他俩戏里戏外都好配，结结婚 为什么不结,4,386716295,未知,中性,0.43 
陈皮卡丘吉尔呀,保密,居然有人不喜欢这种高质量的歌舞片嘛呜呜呜，每次听到熟悉的旋律就已经在大脑里开始跳舞了，看电影的时候甚至想进到电影里一起跳脱单doge,4,70895163,未知,非常积极,0.86 
影若梦,女,是不是文青都喜欢看这个doge,4,329508801,未知,非常积极,0.87 
量子少年-神楽Mea,保密,逆天婚介所来的，电影很好，节目很尬,4,618574661,未知,非常积极,0.93 
F-ZUTTER,保密,"弹幕是不是没谈过恋爱的男的再骂女主不懂事？
她为了男主放弃面包，陪他穷困潦倒，男主发达了，忙了，冷落她，连最重要的首场都没来看，还要怪她不懂事？当初女主是这样做的吗？男人，呵，呸",4,4498964,未知,非常积极,1.00 
灯企鹅饲养员,保密,b站低龄化低学历化太明显了喜极而泣,4,3187878,未知,中性,0.43 
IndiHome宽带,男,"讲一个应该没多少人发现的细节，他们在天文山跳舞的时候Seb说他们之间没有火花，Mia回怼道""maybe this appealsto someone not in heels""结果后面就把高跟鞋换成了和Seb一样的平底鞋，看来身体还是很诚实doge",4,615985211,四川,非常积极,0.82 
摇滚之神周杰倫,保密,Welcome to Sebs,1,195663658,湖南,中性,0.47 
戴金链子的修勾,女,这条裙子是哪个牌子的？辣眼睛好好看，找了半天没找到哪个牌子的。,1,1777506505,江西,消极,0.22 
阿鲁君阿鲁,女,在看这部电影之前喜欢上了city of stars这首歌 现在看完了 后劲太大了 都没法心态平和的听了大哭大哭大哭,2,11213003,未知,非常积极,1.00 
大把的信仰,男,欢迎来到小赛之家tv大哭tv大哭,2,673379993,未知,非常积极,0.81 
银河下面啃月亮,女,Seb当然可以去巴黎，但那一刻，他不能因为Mia而去。,2,27959669,未知,非常积极,0.87 
角丱丶,保密,希望能蹲一个破站买倒数时刻脸红,2,7407809,未知,非常消极,0.15 
几许a,保密,石头姐yyds，幸好那个艾玛没选这剧本，谢天谢地，虽然我也喜欢她哈哈,2,410911631,未知,积极,0.76 
Akira明上,女,一刷请勿开弹幕,2,14314424,未知,积极,0.66 
臭打游戏的某某,男,爱乐之城爱乐之城看这么多遍我从没想过谁对谁错，第一次在哔站看弹幕真离谱，这就是弹幕的力量吗。,2,344464829,未知,非常积极,0.98 
圣地亚哥蕉警88号,男,淦，好多情头出处啊,2,610684079,未知,中性,0.59 
抱抱呆胶布,男,看一部好电影多是一件美事啊,2,27290346,未知,积极,0.75 
xxdj,保密,复制一段我超喜欢的影评。我觉得这部电影最可取的是，描述的是两个精神独立个体的爱情，没有谁要去迎合谁，不以奉献和妥协为中心，不会为了融为一体而失去自己，爱情理所应当是陪伴和理解。,2,4038674,未知,非常积极,1.00 
EESStar,保密,我会记得你 然后爱别人,2,296036272,未知,非常积极,0.92 
Feedback_,男,爱乐之城已经没落的歌舞片的绝唱，一切都是那么的好,2,75589896,未知,非常积极,0.96 
Benji-,男,哈哈在这里祝福你吧，希望你可以幸福快乐，不必背着那么重的包袱，大大方方的爱一个人，然后有好的结果，我也开始走上让自己变优秀的道路了,2,36474194,未知,非常积极,1.00 
低盐鱼肝油,男,在看了至少十遍之后，我这次爆哭，爽了,2,14613940,未知,非常积极,0.90 
蛋黄公主的第一回头客,保密,弹幕充分展现了审美有高低的客观性,2,21248044,未知,非常积极,0.80 
Sebhhhhh,保密,水点蒸发变作白云，花瓣漂落下游生根,2,318926857,未知,非常积极,0.88 
伊洛维利丹_怒风,男,我喜欢的人推荐我来看的，她还唱过主题曲呢贝拉kira看我可爱吗,2,8916278,未知,非常积极,1.00 
没有定义-,保密,可是现实中有时候这样的结局未必是最坏的，每个人都是自己独立的个体，都可以有自己的选择，有人选择了两个人的爱情，有人选择了自己的梦想，两者都没错，至少有两个可以去选择。那些没有实现的东西，我已经在脑海里想象过了，就算真的没有成真就算了吧，有些事情过去就真的是能咬牙忘掉，因为还有未来,2,637764860,未知,非常积极,1.00 
小春啾啾,保密,也许这世界最大的遗憾就是差一点，差一点就熬过，差一点就走到最后，差一点结婚的就是我们，差一点我们就可以白头，就差一点点,2,1075412237,未知,中性,0.46 
Benji-,男,很后悔没有和他看过一部关于爱情的电影，特别是这部爱乐之城吧，加油吧，应该以后无缘再见啦，对你失望了哈,2,36474194,未知,非常积极,1.00 
况况映,保密,这种爱情真的太好哭了，两个人都没有对不起对方却因为梦想分开,2,162223968,未知,非常积极,0.95 
圈砸0w0,女,日推不做人 给我推City Of Stars 再来打一次卡哭泣,2,2316746,未知,消极,0.39 
黑镜子七,保密,是值得好很多遍的好电影,2,2148567,未知,非常积极,0.99 
一隻電視機,保密,如果没有那个拥抱 如果没有你的放手一推 或许我不会有机会走上这条我们都梦想过的路 删不完消息记录 删不完的相片 删不完的联系方式 总是在一个又一个深夜 我不小心翻出从前种种 原谅我抗拒让我们的故事从另一个维度发生 可是在高考的那条道路上 I gotta give it everything I got  我祝你快乐 安,2,267444216,未知,非常积极,1.00 
疯疯癫癫的香菜奶茶,保密,"一首歌的时间，我就已经幻想和你度过了一生。没有尴尬的遇见，没有小心翼翼的针锋相对，没有理念上的冲突。只有支持，你没有错过我的每一场演出，我没有错过你的戏剧。我们为彼此的成功欢呼，我们是彼此最忠实的观众。曲停了，我看见你和他走出去，我知道你现在是幸福的。我没哭，我只有点遗憾而已。
我看见了小赛之家，也看见了你。一首歌的时间，我就已经看了我们曾经的未来。可是我知道，那样我们就不会被彼此吸引，我们就会为了现实而妥协彼此。我们的重中就是为了让自己梦想发光不是吗？我听了你的音乐，很好，很是你喜欢的音乐，你快乐，就够了。再见，我的爱人。",2,591093617,未知,非常积极,1.00 
余年Zzzzzz,保密,这电影戏里戏外都让人心碎,2,863939,未知,非常积极,0.99 
账号已注销,保密,我们一起走过一切，最后的一切居然不是你,2,444911346,未知,消极,0.36 
上班毁了我的人生,保密,在我的脑海中已经和你度过了一生,2,30901325,未知,非常积极,1.00 
小鹿落枕,女,母胎单身心无波澜的看完了。tv思考结局的不完美确实很现实了,2,5421513,未知,非常积极,1.00 
_Swiftie__,男,我爱这部电影的色彩  转场 音乐，非常非常爱,2,244400799,未知,非常积极,0.99 
通七都马桶,女,city of stars 真是首很好的曲子。,2,16740054,未知,非常积极,0.95 
捡起我的小月亮呀,保密,这部电影下载了好久，一年多了，知道是部好电影，但迟迟未看，这两天看完了，真是一部值得久久回味的电影，会像无数经典那样值得一看再看,2,29396941,未知,非常积极,1.00 
落月相逢,保密,这是一部会把我的思绪一下拉回到高中的电影，当《City of stars》一响起过去种种就会浮现在脑海,2,286098037,未知,非常积极,1.00 
凩城,保密,和初恋看的电影 当时男女主接吻的时候我们做着和他们一样的动作 可是已经分手3年了 唉,2,10094407,未知,非常积极,1.00 
evermor3,保密,分手一个多月了，再看一遍,2,286488073,未知,积极,0.75 
致命の猫,保密,另一个平行世界，会在一起吧,2,172812031,未知,非常积极,0.97 
人的边缘,保密,他们从来没有放弃理想，他们达成了自己的理想。他们一直爱着彼此，他们错过了彼此,2,132782116,未知,非常积极,0.95 
无敌小锋子呀,保密,当年看的打瞌睡，现在看的睡不着,2,442001953,未知,中性,0.42 
冰7淋和黑眼圈,女,lalaland,2,304019137,未知,中性,0.50 
暗のSunny,保密,印象中这部电影我第一次看的时候，如果不是主角掏出了台iPhone，我一直以为这电影的时代背景是上世纪50年代的,2,32810672,未知,非常积极,1.00 
别吃麻辣香锅,女,我曾幻想过与你未来的每一个时光但我们却在中间按下了暂停键,2,6089059,未知,非常积极,1.00 
青空Isaac,男,我曾幻想过与你未来的每一个时光但我们却在中间按下了暂停键,2,286458772,未知,非常积极,1.00 
你还相信光嘛_,男,三个字，意难平,2,28544367,未知,消极,0.31 
海上微醺月光,女,我永远爱你，即使我们没有永远,2,395809858,未知,非常积极,0.92 
该用户为非法用户,保密,能看懂的时候已经能看懂了,2,38239555,未知,中性,0.56 
-Nyarlathotep--,男,想知道这个小姐姐的其他电影有没有推荐的,2,28556948,未知,非常积极,0.90 
Munite,保密,有几个片段的画面和音乐很浪漫，但是还是不能理解男女主为什么分手。热词系列害,2,24038601,未知,非常积极,1.00 
账号已注销,保密,拉拉岛（确信）,2,1956620887,未知,积极,0.61 
约翰约书亚,保密,看到星空就刷卡兹的jo小鬼能不能爬啊？生气,2,29164085,未知,非常消极,0.13 
一根废草,女,这片真是超级无敌究极旋转上天爆炸浪漫,2,50040066,未知,非常积极,1.00 
薄荷金枪鱼_,保密,一起看的人已经变成了前男友,2,353469,未知,积极,0.75 
喜欢我逢坂大河吗,保密,我记得这部好像是和《美女与野兽》同期的,2,94755962,未知,积极,0.73 
语文卷卷,保密,我没有按下暂停键的勇气，我也不敢倒转时空回到那时候，虽然不明白未来会发生什么我只敢一步一步往前走。不管是光明，还是黑暗。也许会有一颗星星为我而闪耀吧！,2,27714098,未知,非常积极,1.00 
